ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,Discount,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend
1005005283416700,https://ae01.alicdn.com/kf/Sd596168659d34d7f9906a92801e46938c.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/251692622/p/1/e/6/t/10301/1100129458002.mp4,Green Elegant Vintage Strap Dress Women 2023 Spring Lace Evening Party Midi Dresses Ladies Retro Korean Sweet Kawaii Fairy Dress,EUR 44.33,EUR 24.39,44%,EUR,8.0,EUR 1.95,8.0,EUR 1.95,155,96.4%,https://s.click.aliexpress.com/e/_om8qZSS,,,,,,
1005005558745921,https://ae01.alicdn.com/kf/S534b433810174768a1dcc837137e2655t.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/237786239/p/1/e/6/t/10301/1100149430091.mp4,2023 New Summer Silk Chiffon Printed Long Dress Sleeveless Mesh Spliced Women's Bohemian Loose Large Slim Knee Length Robe,EUR 65.33,EUR 32.01,51%,EUR,8.0,EUR 2.56,8.0,EUR 2.56,10,100.0%,https://s.click.aliexpress.com/e/_olxV2Jo,,,,,,
1005006241113198,https://ae01.alicdn.com/kf/S05edeb57a84e49f98352edd542d6fc21l.jpg,,Women Maxi Dress 2023 VONDA Autumn Party Dress Vintage Printed Fare Sleeve Long Sundress  Bohemian Vestidos Casual Robe Femme,EUR 15.82,EUR 15.82,0%,EUR,8.0,EUR 1.27,8.0,EUR 1.27,187,92.2%,https://s.click.aliexpress.com/e/_okCrDDs,CRH3YVXTUJQK,2024-04-30 00:00:00,2024-05-31 23:59:59,EUR 1.90,200,EUR 1.91
1005005815557810,https://ae01.alicdn.com/kf/Sf7a871b5902d459c89c4627d1fd20cc4K.jpg,,Sweater Set Warm suit for Women Winter Knitted Suits 2 Piece Set Soild Turtleneck Sweater + Loose Trousers Office Lady Suit,EUR 56.55,EUR 28.27,50%,EUR,8.0,EUR 2.26,8.0,EUR 2.26,589,85.5%,https://s.click.aliexpress.com/e/_om38wPu,,,,,,
33008893405,https://ae01.alicdn.com/kf/H7e3633521f494a56afb9e7369581cd55g.jpg,,TEELYNN boho long dress Vintage 2023 floral print Chiffon three quarter sleeve v-neck summer Gypsy Hippie women dresses vestidos,EUR 23.93,EUR 14.12,40%,EUR,8.0,EUR 1.13,8.0,EUR 1.13,120,100.0%,https://s.click.aliexpress.com/e/_oDoFfUq,,,,,,
1005005362172080,https://ae01.alicdn.com/kf/S13df424ffc9e4fb3a149fbe01b378e36P.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2642835755/p/1/e/6/t/10301/1100134931545.mp4,Elegant Summer Women Patchwork Denim Shirts Vintage Casual Slim Blouses Tops with Belted Female Fashion Pullover Clothes New,EUR 22.68,EUR 21.76,4%,EUR,8.0,EUR 1.74,8.0,EUR 1.74,247,98.5%,https://s.click.aliexpress.com/e/_oDqAf8O,,,,,,
1005005453047594,https://ae01.alicdn.com/kf/Sc08ebf5514ef494496dcaa46e4452cb0e.jpg,,Pants Set Women Blouse Straight Trousers Two Piece Set Shirt Tracksuit Set Dashiki African Clothes Summer Top Matching Sets,EUR 47.30,EUR 22.70,52%,EUR,8.0,EUR 1.82,8.0,EUR 1.82,117,98.7%,https://s.click.aliexpress.com/e/_oCUPdGO,,,,,,
1005005951747813,https://ae01.alicdn.com/kf/S088cd9c4bf574eeba2597a27b7718ba6l.jpg,,Fantoye Print Floral See Through Lace Women Pants Black Hollow Out High Waist Pants Female Autumn New Casual Outside Streetwear,EUR 13.07,EUR 12.44,4%,EUR,8.0,EUR 1.00,8.0,EUR 1.00,738,90.2%,https://s.click.aliexpress.com/e/_oEERJwS,,,,,,
1005004700826515,https://ae01.alicdn.com/kf/Sf690ead7860648a99f68e18ff7e4b7e74.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/240165652/p/1/e/6/t/10301/1100138386071.mp4,Preppy Style Lolita Kawaii Skirts Japanese Sweet Mini Women Harajuku Cute Ball Gown Denim Skater Y2K High Waist Lace Cake Skirts,EUR 23.44,EUR 22.03,6%,EUR,8.0,EUR 1.76,8.0,EUR 1.76,609,93.6%,https://s.click.aliexpress.com/e/_onrPgCE,,,,,,
1005005437485627,https://ae01.alicdn.com/kf/S5b9d7501757d487b9931c0deaba39ed4X.jpg,,Spring/Summer Fashion Women's Set 2023 New Korean Edition Age Reducing Sling Casual Shirt Shorts Three Piece Set,EUR 13.43,EUR 7.92,41%,EUR,8.0,EUR 0.63,8.0,EUR 0.63,557,84.3%,https://s.click.aliexpress.com/e/_opSHTO6,,,,,,
1005006043233813,https://ae01.alicdn.com/kf/S3f3051cd7f7a4a89a97e601963a0acd79.jpg,,Women's Plaid Shirts 2023 Autumn New Ladies Casual Long Sleeve Pocket Cotton Shirt Fine Elegant Lady Checked Tops Clothes,EUR 8.96,EUR 8.96,0%,EUR,8.0,EUR 0.72,8.0,EUR 0.72,187,96.8%,https://s.click.aliexpress.com/e/_oClpNH0,,,,,,
1005004631297202,https://ae01.alicdn.com/kf/S326df2acee1e43e8911a68dc1dd46f8fM.jpg,,Women Shirt Windproof Shirt Dress Versatile Hem Stylish Autumn Winter Solid Color Shirt Long Dress,EUR 16.92,EUR 16.92,0%,EUR,8.0,EUR 1.35,8.0,EUR 1.35,417,90.5%,https://s.click.aliexpress.com/e/_oC0KvdY,,,,,,
1005002742731329,https://ae01.alicdn.com/kf/Se16e3193ed8342bab25c22f3551535d2q.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2211399881612/p/1/e/6/t/10301/319446077956.mp4,French Vintage Victorian Skirt Women Korean Style Slim Lace-up Designer Gothic Y2k Skirt Black Court Retro Casual Party Clothes,EUR 29.74,EUR 16.36,44%,EUR,8.0,EUR 1.31,8.0,EUR 1.31,17,100.0%,https://s.click.aliexpress.com/e/_oCVztbk,,,,,,
1005006024012855,https://ae01.alicdn.com/kf/S8c9bb1a5588143939400f56571608e3ar.jpg,,2000s Aesthetic Clubwear Outfits 2 Piece Set Women Off Shoulder Slash Neck Print Chic T-Shirts + Wrapped Hip Elastic Waist Skirt,EUR 57.80,EUR 28.90,50%,EUR,8.0,EUR 2.31,8.0,EUR 2.31,428,88.0%,https://s.click.aliexpress.com/e/_oCkZ8Sm,,,,,,
1005006223735994,https://ae01.alicdn.com/kf/S2d07b9ded37e42a5868b379d0a072bb58.jpg,,2023 Autumn/Winter New Korean Elegant Splice Fake Two Piece Knitted Sweater Dress Matching Set Women's Chic Pullover Skirt Set,EUR 36.72,EUR 17.99,51%,EUR,8.0,EUR 1.44,8.0,EUR 1.44,476,84.0%,https://s.click.aliexpress.com/e/_okqr73c,,,,,,
1005006208852952,https://ae01.alicdn.com/kf/Sfdbb034259324405a4d55ce3a761f120y.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/228162391/p/1/e/6/t/10301/1100205389748.mp4,Women's Dresses New Square Neck Slim Print Slim  African Bridal Dress Split Front Hem Wrist Shine Elegant Female Dress  2023,EUR 66.00,EUR 29.70,55%,EUR,8.0,EUR 2.38,8.0,EUR 2.38,136,99.4%,https://s.click.aliexpress.com/e/_omfimy2,,,,,,
1005005880401721,https://ae01.alicdn.com/kf/S9d24243e6ee744caa21da37f79fd963cb.jpg,,One Shoulder Ruffle Hem Asymmetrical Twist Slit Dress,EUR 16.30,EUR 7.17,56%,EUR,8.0,EUR 0.57,8.0,EUR 0.57,459,85.4%,https://s.click.aliexpress.com/e/_oFhMWCK,,,,,,
1005004147604981,https://ae01.alicdn.com/kf/S022efc8cdee9443485637ca5d4a72bb5g.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/202301243/p/1/e/6/t/10301/1100009952846.mp4,2022 Spring New Arrival Women Elegant Satin Blouse Lantern Sleeve V-Neck Office Navy Shirt Vintage Autumn Casual Tops T24401X,EUR 22.59,EUR 13.10,42%,EUR,8.0,EUR 1.05,8.0,EUR 1.05,103,97.5%,https://s.click.aliexpress.com/e/_olyitOw,,,,,,
1005005196545528,https://ae01.alicdn.com/kf/S1d63e8223c4f4de293fb8efe13eba7132.jpg,,Fashion Women Casual Solid&Letter Waistband Letter Print Shirred Lantern Sleeve Buttoned Shirt Dress Women Clothing,EUR 15.23,EUR 15.23,0%,EUR,8.0,EUR 1.22,8.0,EUR 1.22,239,96.2%,https://s.click.aliexpress.com/e/_oFOGAcS,,,,,,
1005006115957960,https://ae01.alicdn.com/kf/S6fb0f51cb37f42888b1a3d17a7fb7445a.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/221894408/p/1/e/6/t/10301/1100201357911.mp4,REDDACHiC Medieval Retro Satin Mini Dress Women Stitch Lace Trim Jacquard Ruffle Romper Event Party Cami Dress Desire One-piece,EUR 29.48,EUR 27.59,6%,EUR,8.0,EUR 2.21,8.0,EUR 2.21,525,96.6%,https://s.click.aliexpress.com/e/_ooQObO2,,,,,,
1005006293282116,https://ae01.alicdn.com/kf/S76ec9783950241d8aab398080251c452o.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/252155174/p/1/e/6/t/10301/1100198254213.mp4,JusaHy Women New Y2K Maxi Dresses Halter Green Elegant Hollow Out Patchwork Lace-up Vacation Holiday Backless Chic Dress 2023,EUR 38.67,EUR 19.33,50%,EUR,8.0,EUR 1.55,8.0,EUR 1.55,457,89.7%,https://s.click.aliexpress.com/e/_oB2G0r0,,,,,,
1005003924287934,https://ae01.alicdn.com/kf/S1eb096a04d364e8fb9486116afb5f02bJ.jpg,,Women Autumn Winter Cashmere Sweater Cardigans Casual O-Neck  Long Sleeve Cardigans Female Elegant Chic Outerwear,EUR 54.67,EUR 21.86,60%,EUR,8.0,EUR 1.75,8.0,EUR 1.75,18,92.0%,https://s.click.aliexpress.com/e/_oCyBaZG,,,,,,
1005006443192277,https://ae01.alicdn.com/kf/Sece1d8f31d00481490e936a73b827e8bB.jpg,,XCKNY oil Glossy hip dress elastic slip glossy tight skirt high neck long sleeve longuette smooth casual sports skirt,EUR 78.89,EUR 39.44,50%,EUR,8.0,EUR 3.16,8.0,EUR 3.16,57,96.3%,https://s.click.aliexpress.com/e/_omf4Hxc,,,,,,
1005006001866336,https://ae01.alicdn.com/kf/Sd242c53baa1141dc849fd1779783a6952.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/242722236/p/1/e/6/t/10301/1100179020773.mp4,WINYI 2023 print Comfort Warm fashion kaftan Holiday dress Elegant Africa Women Boho party winter clothes for women long dress,EUR 37.06,EUR 37.06,0%,EUR,8.0,EUR 2.96,8.0,EUR 2.96,94,97.1%,https://s.click.aliexpress.com/e/_omb5xoQ,,,,,,
1005006232172974,https://ae01.alicdn.com/kf/S873edbe705c34da7964bc1b5b2a65961a.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/222381496/p/1/e/6/t/10301/1100194670068.mp4,TWOTWINSTYLE Hollow Out Backless Slimming Blazers For Women Notched Collar Long Sleeve Spliced Button Irregular Blazer Female,EUR 51.67,EUR 33.58,35%,EUR,8.0,EUR 2.69,8.0,EUR 2.69,206,93.3%,https://s.click.aliexpress.com/e/_oom7AX0,,,,,,
1005006128172051,https://ae01.alicdn.com/kf/S58ce0c26ac904d11a2fd9c89a6b845f0G.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2674443008/p/1/e/6/t/10301/1100198995503.mp4,TRAF ZR Zipper Cardigan Sets To Dress Woman Tracksuit Suits Fall Outfits Women Sets Baggy Pants Clothing Long Sleeve Sportswear,EUR 18.21,EUR 18.21,0%,EUR,8.0,EUR 1.46,8.0,EUR 1.46,2912,92.9%,https://s.click.aliexpress.com/e/_op4rY3g,,,,,,
1005006157788380,https://ae01.alicdn.com/kf/S2625a92bf8834bf99a3cc93c400035d1L.jpg,,Summer 2024 New Fake Two Piece Suit Jacket Top Half Skirt Shorts Wide Leg Short Pants Two Piece Set Y2k Black Blazers Shirts,EUR 47.17,EUR 28.30,40%,EUR,8.0,EUR 2.26,8.0,EUR 2.26,50,95.3%,https://s.click.aliexpress.com/e/_oDKk5Cm,,,,,,
1005005307457931,https://ae01.alicdn.com/kf/S76fbd906a68142e8a8de27a51e3ec753X.jpg,,Fairy Grunge Lace Trim Strapless Tube Top + Shorts 90s Vintage Chic Women 2 Piece Set Outfits Chest Wrap Backless Crop Top Camis,EUR 7.58,EUR 7.58,0%,EUR,8.0,EUR 0.61,8.0,EUR 0.61,1208,86.8%,https://s.click.aliexpress.com/e/_okxk6T0,,,,,,
1005004750937720,https://ae01.alicdn.com/kf/S73bbeb3824304945a439a10d61582529a.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/223495844/p/1/e/6/t/10301/1100213105119.mp4,Disney Knitted Cardigan Japanese Donald Cartoon Sweaters for Women Coat Female Autumn and Winter Loose Wild Thicken Kawaii Tops,EUR 22.60,EUR 21.63,4%,EUR,8.0,EUR 1.73,8.0,EUR 1.73,1290,86.7%,https://s.click.aliexpress.com/e/_onGQfX4,,,,,,
1005004982707604,https://ae01.alicdn.com/kf/Sad904be29b714ff3894b26068cd3c86en.png,https://video.aliexpress-media.com/play/u/ae_sg_item/202599177/p/1/e/6/t/10301/1100148207007.mp4,BOHO Bow Ruched Bra Corset Style Flower Print Spaghetti Strap Mini Dress Women Backless Skater Lacing up Sling Robe Holiday,EUR 17.61,EUR 17.61,0%,EUR,8.0,EUR 1.41,8.0,EUR 1.41,2122,96.7%,https://s.click.aliexpress.com/e/_oC7AbKw,,,,,,
1005006032860414,https://ae01.alicdn.com/kf/S49c015ffb8da4589b30e9cd9d0ce3edbn.jpg,,Autumn High Quality Plaid Coat Women's 2023 New Fashionable Loose Coat Bottom Top Casual Pants Three Piece Set Clothes for Women,EUR 40.48,EUR 17.41,56%,EUR,8.0,EUR 1.39,8.0,EUR 1.39,38,100.0%,https://s.click.aliexpress.com/e/_oCeL7Do,,,,,,
1005004800213488,https://ae01.alicdn.com/kf/S546b65ca141a4d95a2888cbb6c30576bm.jpg,,Retro Grunge Cami Tank Top Low Cut White Lace Transparent Ruffles Hem Sleeveless Vest E-girl Punk Harajuku Emo Alt Clothes,EUR 11.10,EUR 11.10,0%,EUR,8.0,EUR 0.89,8.0,EUR 0.89,731,86.9%,https://s.click.aliexpress.com/e/_ooxmmNG,,,,,,
1005005928091069,https://ae01.alicdn.com/kf/Sd077cb26bf93464b99fb5f3f1d80b2fc5.jpg,,New Fashion Casual White Down Coat Winter Women Y2K Multi-Functional Cozy Warm Bow Solid Padded Jacket Slim Fit Outerwear Korean,EUR 26.90,EUR 26.90,0%,EUR,8.0,EUR 2.15,8.0,EUR 2.15,763,84.9%,https://s.click.aliexpress.com/e/_oEMTb6i,,,,,,
1005005619633811,https://ae01.alicdn.com/kf/S3d1aeda9e52640a8ad0e3623069026d2b.jpg,,2023 Summer Oversized Casual Fashion Printing Shirt Ladies Short Sleeve Loose All-match Pullovers Top Women Round Neck Blouse,EUR 20.95,EUR 13.20,36%,EUR,8.0,EUR 1.06,8.0,EUR 1.06,33,100.0%,https://s.click.aliexpress.com/e/_opBvVPG,,,,,,
1005003984256670,https://ae01.alicdn.com/kf/S810861c393ce47ae883fd82b0ae11ed69.png,,Sanrio Female Autumn Wear Hello Kitty O-Neck Pullovers Loose Color Sweater Top Korean Sweater Women Fashion Long Sleeve Sweater,EUR 18.93,EUR 18.93,0%,EUR,8.0,EUR 1.51,8.0,EUR 1.51,501,90.0%,https://s.click.aliexpress.com/e/_oFIRedy,,,,,,
1005005755483118,https://ae01.alicdn.com/kf/Sadcf40d530f240729959edb46316eff7z.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/232953521/p/1/e/6/t/10301/1100074473891.mp4,SINGREINY Polka Dot Folds Short Blouse Summer Slash Neck Long Sleeve Women Tie Halter Elastic Waist Fashion French Beach Top,EUR 14.40,EUR 6.62,54%,EUR,8.0,EUR 0.53,8.0,EUR 0.53,2357,92.5%,https://s.click.aliexpress.com/e/_omDTyZy,,,,,,
1005005751604913,https://ae01.alicdn.com/kf/Sbbc82f403a46486a84e091b6991bf68eM.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2672042143/p/1/e/6/t/10301/1100194939483.mp4,2 Pieces Set Knitted Animal Print Sets Women O Neck Long Sleeve Knitwear+Wide Leg Long Pants Casual Patch Fashion,EUR 47.60,EUR 22.85,51%,EUR,8.0,EUR 1.83,8.0,EUR 1.83,383,93.4%,https://s.click.aliexpress.com/e/_oEOheNy,,,,,,
1005006140623968,https://ae01.alicdn.com/kf/S7224f72708d94caaafa2051cf7430e67z.jpg,,Women Formal Blazer Lapel Collar Autumn Winter Office Lady Korean Patchwork Contrast Color Outerwear Single Breasted Suit Jacket,EUR 43.69,EUR 26.22,39%,EUR,8.0,EUR 2.10,8.0,EUR 2.10,155,95.4%,https://s.click.aliexpress.com/e/_oo4vgaO,,,,,,
1005005806928764,https://ae01.alicdn.com/kf/S91c4d1933c78452d909cd11fbaa480f8s.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2668201151/p/1/e/6/t/10301/1100175692054.mp4,D​rauuing Black Ankle Length Dresses Women V Neck Long Sleeve Loose Elegant Office Lady Fold Dresses Women Autumn New,EUR 23.04,EUR 23.04,0%,EUR,8.0,EUR 1.84,8.0,EUR 1.84,336,93.0%,https://s.click.aliexpress.com/e/_oCmyrP4,,,,,,
1005006148366211,https://ae01.alicdn.com/kf/Se14cbae29e7940538d293ab95a9d6b2fI.jpg,,ZANZEA Women Elegant Lapel Neck Long Sleeve Shirt Pants Sets 2PCS Fashion Autumn Outifits Solid Work OL Trousers Suits Tracksuit,EUR 21.44,EUR 21.44,0%,EUR,8.0,EUR 1.72,8.0,EUR 1.72,839,85.2%,https://s.click.aliexpress.com/e/_ok6CJGO,,,,,,
1005005242489088,https://ae01.alicdn.com/kf/Sc6a4463cfe17469a9f8c5cdc3070e26fJ.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2660042067/p/1/e/6/t/10301/1100126611950.mp4,New Abaya Under Dress Long Sleeve With Pockets High Quality Jazz Crepe EID Muslim Women Basic Solid Modest Maxi Islamic Clothing,EUR 17.15,EUR 17.15,0%,EUR,8.0,EUR 1.37,8.0,EUR 1.37,318,88.3%,https://s.click.aliexpress.com/e/_oD4YpFU,,,,,,
1005005949134816,https://ae01.alicdn.com/kf/S704f239331ca4099918cdba4e660bdabk.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/222177963/p/1/e/6/t/10301/1100172912086.mp4,Fashion Oversize Women Pants Set For Spring Autumn 2024 New Elegant Slim Solid Turn Collar Office Lady 2 Pieces Outfits Pantsuit,EUR 30.64,EUR 28.81,5%,EUR,8.0,EUR 2.30,8.0,EUR 2.30,54,92.0%,https://s.click.aliexpress.com/e/_oDcIXnc,,,,,,
1005005414010434,https://ae01.alicdn.com/kf/S7e6eb8f2c6dc45b197fa024cd2a0e75fW.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/222381496/p/1/e/6/t/10301/1100193278281.mp4,TWOTWINSTYLE Solid Summer Two Piece Sets For Women Lapel Short Sleeve Tops High Waist A Line Skirt Slim Set Female Fashion New,EUR 67.89,EUR 33.94,50%,EUR,8.0,EUR 2.72,8.0,EUR 2.72,817,96.2%,https://s.click.aliexpress.com/e/_oE6Xhz0,,,,,,
32947600556,https://ae01.alicdn.com/kf/H2578d17d66ed49f29656caf4d1f663c4N.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2653011940/p/1/e/6/t/10301/332045847698.mp4,4XL Plus Size Thick Warm Winter Velvet Top Female Turtleneck Pullovers Long Sleeve Warm Women's Turtleneck Sweater Fall Clothes,EUR 28.86,EUR 15.01,47%,EUR,8.0,EUR 1.20,8.0,EUR 1.20,15,100.0%,https://s.click.aliexpress.com/e/_onrTypk,,,,,,
1005005404157456,https://ae01.alicdn.com/kf/S5b997b9d273a4959ab7670dac487aaa6r.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2672089107/p/1/e/6/t/10301/1100138474586.mp4,Long Sleeve 100% Pure Merino Sweaters Wool Spring Autumn Cashmere Women Knitted  O-Neck Top Cardigan Clothing Tops,EUR 15.15,EUR 15.15,0%,EUR,8.0,EUR 1.21,8.0,EUR 1.21,298,93.6%,https://s.click.aliexpress.com/e/_oCpDcFo,,,,,,
1005006632263260,https://ae01.alicdn.com/kf/Sdd632781459d42e1becbc3b7553c11f6b.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/243036495/p/1/e/6/t/10301/1100224944580.mp4,AS 2024 summer woman boxy Tee loose desigh lady clothing 95% cotton high quality fashion look  (ship out in 24 hours),EUR 41.83,EUR 41.83,0%,EUR,8.0,EUR 3.35,8.0,EUR 3.35,306,95.3%,https://s.click.aliexpress.com/e/_oCUKJ7M,,,,,,
1005001993391325,https://ae01.alicdn.com/kf/Hd662b33d6e244d23babb25616fffefeaf.jpg,,Women Summer Skirt Spring Korean Style Casual Solid High Waist  A-Line Midi Skirts With Pocket Girls Elegant Faldas,EUR 18.51,EUR 18.51,0%,EUR,8.0,EUR 1.48,8.0,EUR 1.48,49,97.8%,https://s.click.aliexpress.com/e/_oDwR5gI,,,,,,
1005004319952509,https://ae01.alicdn.com/kf/S7ac078eacbb5442cabb2ad6760eb9921x.jpg,,2022 New Summer Office Lady Elegant Fashion Polka Dot Print Bow Lace Up Loose Chiffon Tank Top Shirt Sleeveless Casual Blouses,EUR 14.32,EUR 14.32,0%,EUR,8.0,EUR 1.15,8.0,EUR 1.15,12,100.0%,https://s.click.aliexpress.com/e/_oBizTTG,,,,,,
1005002409495453,https://ae01.alicdn.com/kf/H63aaf8527ca0427f928fa7231fc11592q.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2446954706/p/1/e/6/t/10301/305194859432.mp4,Cross 3D Ribbed Bamboo Cotton Women Short Sleeve T-Shirt Loose Casual Solid Color Summer Tshirts Female O-Neck Soft Fashion Tops,EUR 19.31,EUR 19.31,0%,EUR,8.0,EUR 1.54,8.0,EUR 1.54,22,95.0%,https://s.click.aliexpress.com/e/_ooGsLfU,,,,,,
1005006576490493,https://ae01.alicdn.com/kf/Sa3333b0d70c04fe6bb7d2d75c8f164deL.jpg,,Woman Japanese Baggy 2000s Cargo Denim Pants Dark Academia Trousers New Trend Grunge Jeans Unisex Hip-hop Trashy Y2K Punk Goth,EUR 59.78,EUR 59.78,0%,EUR,8.0,EUR 4.78,8.0,EUR 4.78,7,100.0%,https://s.click.aliexpress.com/e/_ooBMhbc,,,,,,
1005004352391280,https://ae01.alicdn.com/kf/Saebecb1728e54bab943279cebb25de05d.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/254083376/p/1/e/6/t/10301/1100064129635.mp4,White Tops Women Half High Neck Half Sleeve See Through Summer Blouse for Ladies Evening Cocktail Party Event Pullover Shirts XL,EUR 19.14,EUR 19.14,0%,EUR,8.0,EUR 1.53,8.0,EUR 1.53,48,96.7%,https://s.click.aliexpress.com/e/_oEkgz9s,,,,,,
1005005659398217,https://ae01.alicdn.com/kf/S0645b08afec64f1f9612919a65044314k.jpg,,Spring and Autumn Set Women's 2023 New Large Women's Casual Shirt Knitted Tank Top High Waist Wide Leg Pants Three Piece Set,EUR 17.91,EUR 17.91,0%,EUR,8.0,EUR 1.43,8.0,EUR 1.43,63,89.5%,https://s.click.aliexpress.com/e/_oBz6eUa,,,,,,
1005005935463519,https://ae01.alicdn.com/kf/Sdd6d2a192bbe46fe9d670eed91108079I.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/2667745613/p/1/e/6/t/10301/1100171639665.mp4,Autumn Winter Women Pants Add Velvet Pants Elastic Waist Zipper Guard Harem Pants Casual Sports Trousers Female Harem Pants,EUR 20.53,EUR 20.53,0%,EUR,8.0,EUR 1.64,8.0,EUR 1.64,185,91.6%,https://s.click.aliexpress.com/e/_ooPRNuI,,,,,,
1005005651503820,https://ae01.alicdn.com/kf/S0beadfc5a42b414ca4bc9c37e0348bdc1.jpg,,2023 New Summer Casual Patchwork Solid Color O-neck Half Sleeve Blouse Femme Simplicity All-match Loose Chiffon Pullover Shirts,EUR 21.94,EUR 21.94,0%,EUR,8.0,EUR 1.76,8.0,EUR 1.76,9,100.0%,https://s.click.aliexpress.com/e/_oDd5Qo2,,,,,,
1005002611097777,https://ae01.alicdn.com/kf/Sf2cc965fdff345759e63eeaee0a3a839T.jpg,,Missord Elegant Green Sequin Party Dress Women Halter Sleeveless Tassel Bodycon Wedding Prom Floor-Length Dresses Evening Gown,EUR 71.80,EUR 71.80,0%,EUR,8.0,EUR 5.74,8.0,EUR 5.74,6,100.0%,https://s.click.aliexpress.com/e/_ooBwEc2,,,,,,
32821656008,https://ae01.alicdn.com/kf/HTB1.k4sSpXXXXaIaXXXq6xXFXXXj.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/17297660796/p/1/e/6/t/10301/260437328632.mp4,Summer New Arrive High Quality 100% Mulberry Silk Office Lady Blouse Short Sleeved,EUR 18.82,EUR 18.82,0%,EUR,8.0,EUR 1.51,8.0,EUR 1.51,20,95.0%,https://s.click.aliexpress.com/e/_ooCxeng,,,,,,
1005004966578961,https://ae01.alicdn.com/kf/S0294939aca914eae88b98507c224ec23P.jpg,,LW 2PC Hooded Collar Color Lump Patchwork Pocket Tracksuit Set Colorblock Figure Print Long Sleeve Hoodie & Drawstring Pants Set,EUR 14.82,EUR 14.82,0%,EUR,8.0,EUR 1.19,8.0,EUR 1.19,110,93.1%,https://s.click.aliexpress.com/e/_on7tqxY,,,,,,
1005006379004569,https://ae01.alicdn.com/kf/S5bd41dd0b9a443dcb0ab12833414b646P.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/240173095/p/1/e/6/t/10301/1100214251191.mp4,Clacive Bodycon Gray Knitted Skirt Sets For Women 2 Pieces Elegant Long Sleeve Crop Top With High Waist Slit Long Skirts Set,EUR 50.53,EUR 50.53,0%,EUR,8.0,EUR 4.04,8.0,EUR 4.04,27,100.0%,https://s.click.aliexpress.com/e/_oCELZfc,,,,,,
1005005847547559,https://ae01.alicdn.com/kf/Sd353b057327044729032522f3098bb35M.jpg,,ROSEGAL Gothic Square Neck Vest Lace-up Floral Lace Panel Handkerchief Tanks New Plus Size Women Summer Streetwear Tops,EUR 43.53,EUR 43.53,0%,EUR,8.0,EUR 3.48,8.0,EUR 3.48,24,100.0%,https://s.click.aliexpress.com/e/_ontsGkE,ROSEGAL2,2024-04-24 02:16:00,2024-05-31 23:59:59,EUR 1.90,853,EUR 1.91
1005002246080587,https://ae01.alicdn.com/kf/S0da4427d852940aaa717233a0c681d4ax.jpg,,2021 New Women Skirt White Denim Long Skirts Letter Print Korean Style Fashion Hole Oversize Plus Size Female Skirts,EUR 39.27,EUR 39.27,0%,EUR,8.0,EUR 3.14,8.0,EUR 3.14,138,92.0%,https://s.click.aliexpress.com/e/_ok1lMXC,,,,,,
1005004239369987,https://ae01.alicdn.com/kf/Se57bb9dec6c240988a5115ae9750de0ag.jpg,,2023 Summer New Women Beads Diamond Wide Leg Pants Korean High Waist Loose Pantalones Cortos Ladies Casual Suit Short Pantskirt,EUR 41.21,EUR 41.21,0%,EUR,8.0,EUR 3.30,8.0,EUR 3.30,40,93.3%,https://s.click.aliexpress.com/e/_oBP2TFM,,,,,,
